Mount Barker (DC),South Australia,Inner Regional Australia,85.5%,71.2%," 29,194 "
Mount Gambier (C),South Australia,Inner Regional Australia,>95%,72.7%," 21,802 "
Mount Remarkable (DC),South Australia,Outer Regional Australia,73.7%,63.0%," 2,491 "
Murray Bridge (RC),South Australia,Inner Regional Australia,71.8%,56.4%," 18,602 "
Naracoorte and Lucindale (DC),South Australia,Outer Regional Australia,89.9%,73.6%," 6,866 "
Northern Areas (DC),South Australia,Outer Regional Australia,87.1%,72.8%," 3,779 "
Norwood Payneham St Peters (C),South Australia,Major Cities of Australia,86.3%,73.2%," 31,585 "
Onkaparinga (C),South Australia,Major Cities of Australia,82.2%,67.7%," 140,961 "
Orroroo/Carrieton (DC),South Australia,Outer Regional Australia,90.7%,76.5%, 699 
Peterborough (DC),South Australia,Outer Regional Australia,72.9%,53.1%," 1,470 "
Playford (C),South Australia,Major Cities of Australia,70.5%,51.3%," 72,425 "
Port Adelaide Enfield (C),South Australia,Major Cities of Australia,81.4%,64.1%," 105,880 "
Port Augusta (C),South Australia,Outer Regional Australia,76.7%,64.1%," 11,206 "
Port Lincoln (C),South Australia,Remote Australia - see note and refer to SA4 data,N/A,N/A," 11,782 "
Port Pirie City and Dists (M),South Australia,Outer Regional Australia,79.8%,63.2%," 14,441 "
Prospect (C),South Australia,Major Cities of Australia,87.1%,72.0%," 17,667 "
Renmark Paringa (DC),South Australia,Outer Regional Australia,85.1%,56.8%," 8,204 "
Robe (DC),South Australia,Outer Regional Australia,88.4%,71.6%," 1,263 "
Roxby Downs (M),South Australia,Remote Australia - see note and refer to SA4 data,N/A,N/A," 2,941 "
Salisbury (C),South Australia,Major Cities of Australia,76.4%,58.9%," 114,763 "
Southern Mallee (DC),South Australia,Remote Australia - see note and refer to SA4 data,N/A,N/A," 1,720 "
Streaky Bay (DC),South Australia,Very Remote Australia - see note and refer to SA4 data,N/A,N/A," 1,715 "
Tatiara (DC),South Australia,Outer Regional Australia,81.3%,65.4%," 5,557 "
Tea Tree Gully (C),South Australia,Major Cities of Australia,84.2%,68.3%," 82,506 "
The Coorong (DC),South Australia,Outer Regional Australia,77.8%,62.2%," 4,457 "
Tumby Bay (DC),South Australia,Remote Australia - see note and refer to SA4 data,N/A,N/A," 2,241 "
Unley (C),South Australia,Major Cities of Australia,88.4%,77.3%," 32,926 "
Victor Harbor (C),South Australia,Inner Regional Australia,90.6%,77.6%," 13,395 "
Wakefield (DC),South Australia,Inner Regional Australia,77.2%,63.0%," 5,537 "
Walkerville (M),South Australia,Major Cities of Australia,89.3%,78.4%," 6,778 "
Wattle Range (DC),South Australia,Outer Regional Australia,85.6%,63.6%," 9,916 "
West Torrens (C),South Australia,Major Cities of Australia,82.1%,66.2%," 51,839 "
Whyalla (C),South Australia,Outer Regional Australia,75.3%,62.6%," 17,494 "
Wudinna (DC),South Australia,Very Remote Australia - see note and refer to SA4 data,N/A,N/A," 1,026 "
Yankalilla (DC),South Australia,Inner Regional Australia,82.9%,67.3%," 4,774 "
Yorke Peninsula (DC),South Australia,Outer Regional Australia,83.9%,67.3%," 9,738 "
Unincorporated SA,South Australia,Very Remote Australia - see note and refer to SA4 data,N/A,N/A," 3,012 "
Albany (C),Western Australia,Outer Regional Australia,81.8%,64.3%," 31,107 "
Armadale (C),Western Australia,Major Cities of Australia,77.1%,58.6%," 69,570 "
Ashburton (S),Western Australia,Very Remote Australia - see note and refer to SA4 data,N/A,N/A," 11,339 "
Augusta-Margaret River (S),Western Australia,Inner Regional Australia,80.6%,63.0%," 12,635 "
Bassendean (T),Western Australia,Major Cities of Australia,82.2%,66.4%," 12,975 "
Bayswater (C),Western Australia,Major Cities of Australia,80.0%,64.5%," 57,472 "
Belmont (C),Western Australia,Major Cities of Australia,75.5%,59.9%," 35,165 "
Beverley (S),Western Australia,Outer Regional Australia,78.2%,66.0%," 1,498 "
Boddington (S),Western Australia,Inner Regional Australia,67.4%,50.0%," 1,453 "
Boyup Brook (S),Western Australia,Outer Regional Australia,74.6%,56.7%," 1,420 "
Bridgetown-Greenbushes (S),Western Australia,Outer Regional Australia,85.1%,67.5%," 3,882 "
Brookton (S),Western Australia,Outer Regional Australia,84.1%,70.5%, 759 
Broome (S),Western Australia,Remote Australia - see note and refer to SA4 data,N/A,N/A," 12,748 "
Broomehill-Tambellup (S),Western Australia,Outer Regional Australia,65.9%,49.5%, 827 
Bruce Rock (S),Western Australia,Remote Australia - see note and refer to SA4 data,N/A,N/A, 750 
Bunbury (C),Western Australia,Inner Regional Australia,83.8%,66.8%," 25,968 "
Busselton (C),Western Australia,Inner Regional Australia,83.7%,67.3%," 31,743 "
Cambridge (T),Western Australia,Major Cities of Australia,>95%,85.2%," 22,905 "
Canning (C),Western Australia,Major Cities of Australia,88.9%,72.8%," 76,082 "
Capel (S),Western Australia,Inner Regional Australia,78.6%,62.9%," 14,004 "
Carnamah (S),Western Australia,Remote Australia - see note and refer to SA4 data,N/A,N/A, 441 
Carnarvon (S),Western Australia,Very Remote Australia - see note and refer to SA4 data,N/A,N/A," 4,142 "
Chapman Valley (S),Western Australia,Outer Regional Australia,50.8%,36.0%," 1,179 "
Chittering (S),Western Australia,Inner Regional Australia,71.0%,55.4%," 4,799 "
Claremont (T),Western Australia,Major Cities of Australia,94.7%,86.3%," 9,016 "
Cockburn (C),Western Australia,Major Cities of Australia,79.2%,63.6%," 91,462 "
Collie (S),Western Australia,Inner Regional Australia,73.5%,54.9%," 6,971 "
Coolgardie (S),Western Australia,Outer Regional Australia,56.5%,39.1%," 2,660 "
Coorow (S),Western Australia,Outer Regional Australia,76.1%,59.2%, 836 
Corrigin (S),Western Australia,Remote Australia - see note and refer to SA4 data,N/A,N/A, 912 
Cottesloe (T),Western Australia,Major Cities of Australia,>95%,87.8%," 6,848 "
Cranbrook (S),Western Australia,Outer Regional Australia,79.3%,59.7%, 846 
Cuballing (S),Western Australia,Outer Regional Australia,72.8%,60.8%, 707 
Cue (S),Western Australia,Very Remote Australia - see note and refer to SA4 data,N/A,N/A, 126 
Cunderdin (S),Western Australia,Outer Regional Australia,67.9%,55.6%," 1,138 "
Dalwallinu (S),Western Australia,Remote Australia - see note and refer to SA4 data,N/A,N/A," 1,092 "
Dandaragan (S),Western Australia,Outer Regional Australia,84.6%,69.2%," 2,759 "
Dardanup (S),Western Australia,Inner Regional Australia,77.7%,62.0%," 11,258 "
Denmark (S),Western Australia,Outer Regional Australia,77.6%,62.1%," 5,119 "
Derby-West Kimberley (S),Western Australia,Very Remote Australia - see note and refer to SA4 data,N/A,N/A," 6,033 "
Donnybrook-Balingup (S),Western Australia,Inner Regional Australia,79.8%,62.6%," 4,989 "
Dowerin (S),Western Australia,Outer Regional Australia,86.8%,72.6%, 508 
Dumbleyung (S),Western Australia,Remote Australia - see note and refer to SA4 data,N/A,N/A, 521 
Dundas (S),Western Australia,Very Remote Australia - see note and refer to SA4 data,N/A,N/A, 625 
East Fremantle (T),Western Australia,Major Cities of Australia,87.1%,76.4%," 6,394 "
East Pilbara (S),Western Australia,Very Remote Australia - see note and refer to SA4 data,N/A,N/A," 9,246 "
Esperance (S),Western Australia,Remote Australia - see note and refer to SA4 data,N/A,N/A," 11,305 "
Exmouth (S),Western Australia,Very Remote Australia - see note and refer to SA4 data,N/A,N/A," 2,310 "
Fremantle (C),Western Australia,Major Cities of Australia,87.9%,74.7%," 26,450 "
Gingin (S),Western Australia,Inner Regional Australia,78.1%,57.4%," 4,484 "
Gnowangerup (S),Western Australia,Remote Australia - see note and refer to SA4 data,N/A,N/A, 959 
Goomalling (S),Western Australia,Outer Regional Australia,68.4%,55.8%, 801 
Gosnells (C),Western Australia,Major Cities of Australia,77.3%,59.3%," 97,821 "
Greater Geraldton (C),Western Australia,Outer Regional Australia,79.2%,58.8%," 30,224 "
Halls Creek (S),Western Australia,Very Remote Australia - see note and refer to SA4 data,N/A,N/A," 2,513 "
Harvey (S),Western Australia,Inner Regional Australia,80.2%,63.8%," 21,919 "
Irwin (S),Western Australia,Outer Regional Australia,87.9%,69.1%," 2,968 "
Jerramungup (S),Western Australia,Remote Australia - see note and refer to SA4 data,N/A,N/A, 861 
Joondalup (C),Western Australia,Major Cities of Australia,88.5%,74.6%," 128,904 "
Kalamunda (C),Western Australia,Major Cities of Australia,82.0%,65.5%," 47,402 "
Kalgoorlie/Boulder (C),Western Australia,Outer Regional Australia,69.7%,51.3%," 22,664 "
Karratha (C),Western Australia,Remote Australia - see note and refer to SA4 data,N/A,N/A," 16,718 "
Katanning (S),Western Australia,Outer Regional Australia,76.9%,52.9%," 3,176 "
Kellerberrin (S),Western Australia,Outer Regional Australia,74.4%,62.3%, 979 
Kent (S),Western Australia,Remote Australia - see note and refer to SA4 data,N/A,N/A, 428 
Kojonup (S),Western Australia,Outer Regional Australia,93.3%,72.8%," 1,521 "
Kondinin (S),Western Australia,Remote Australia - see note and refer to SA4 data,N/A,N/A, 704 
Koorda (S),Western Australia,Remote Australia - see note and refer to SA4 data,N/A,N/A, 315 
Kulin (S),Western Australia,Remote Australia - see note and refer to SA4 data,N/A,N/A, 600 
Kwinana (C),Western Australia,Major Cities of Australia,72.2%,55.8%," 34,833 "
Lake Grace (S),Western Australia,Remote Australia - see note and refer to SA4 data,N/A,N/A, 944 
Laverton (S),Western Australia,Very Remote Australia - see note and refer to SA4 data,N/A,N/A," 1,059 "
Leonora (S),Western Australia,Very Remote Australia - see note and refer to SA4 data,N/A,N/A," 1,239 "
Mandurah (C),Western Australia,Major Cities of Australia,83.0%,63.8%," 70,627 "
Manjimup (S),Western Australia,Outer Regional Australia,84.1%,68.3%," 7,424 "
Meekatharra (S),Western Australia,Very Remote Australia - see note and refer to SA4 data,N/A,N/A, 798 
Melville (C),Western Australia,Major Cities of Australia,90.1%,77.3%," 84,438 "
Menzies (S),Western Australia,Very Remote Australia - see note and refer to SA4 data,N/A,N/A, 447 
Merredin (S),Western Australia,Outer Regional Australia,69.9%,51.5%," 2,715 "
Mingenew (S),Western Australia,Outer Regional Australia,>95%,77.3%, 330 
Moora (S),Western Australia,Outer Regional Australia,89.5%,73.2%," 1,842 "
Morawa (S),Western Australia,Remote Australia - see note and refer to SA4 data,N/A,N/A, 538 
Mosman Park (T),Western Australia,Major Cities of Australia,87.8%,78.5%," 7,601 "
Mount Magnet (S),Western Australia,Very Remote Australia - see note and refer to SA4 data,N/A,N/A, 356 
Mount Marshall (S),Western Australia,Remote Australia - see note and refer to SA4 data,N/A,N/A, 389 
Mukinbudin (S),Western Australia,Remote Australia - see note and refer to SA4 data,N/A,N/A, 418 
Mundaring (S),Western Australia,Major Cities of Australia,80.9%,63.6%," 32,172 "
Murchison (S),Western Australia,Very Remote Australia - see note and refer to SA4 data,N/A,N/A, 134 
Murray (S),Western Australia,Major Cities of Australia,74.4%,54.0%," 14,573 "
Nannup (S),Western Australia,Outer Regional Australia,83.9%,68.4%," 1,149 "
Narembeen (S),Western Australia,Remote Australia - see note and refer to SA4 data,N/A,N/A, 683 
Narrogin (S),Western Australia,Outer Regional Australia,77.8%,66.3%," 4,023 "
Nedlands (C),Western Australia,Major Cities of Australia,>95%,89.2%," 18,250 "
Ngaanyatjarraku (S),Western Australia,Very Remote Australia - see note and refer to SA4 data,N/A,N/A," 1,339 "
Northam (S),Western Australia,Inner Regional Australia,71.6%,55.4%," 9,004 "
Northampton (S),Western Australia,Remote Australia - see note and refer to SA4 data,N/A,N/A," 2,379 "
Nungarin (S),Western Australia,Remote Australia - see note and refer to SA4 data,N/A,N/A, 210 
Peppermint Grove (S),Western Australia,Major Cities of Australia,77.8%,69.2%," 1,470 "
Perenjori (S),Western Australia,Remote Australia - see note and refer to SA4 data,N/A,N/A, 475 
Perth (C),Western Australia,Major Cities of Australia,83.9%,70.4%," 26,749 "
Pingelly (S),Western Australia,Outer Regional Australia,82.3%,67.9%, 919 
Plantagenet (S),Western Australia,Outer Regional Australia,80.3%,61.9%," 4,330 "
Port Hedland (T),Western Australia,Remote Australia - see note and refer to SA4 data,N/A,N/A," 11,260 "
Quairading (S),Western Australia,Outer Regional Australia,83.8%,66.6%, 808 
Ravensthorpe (S),Western Australia,Very Remote Australia - see note and refer to SA4 data,N/A,N/A," 1,313 "
Rockingham (C),Western Australia,Major Cities of Australia,75.8%,58.4%," 105,754 "
Sandstone (S),Western Australia,Very Remote Australia - see note and refer to SA4 data,N/A,N/A, 78 
Serpentine-Jarrahdale (S),Western Australia,Major Cities of Australia,70.4%,52.6%," 24,591 "
Shark Bay (S),Western Australia,Very Remote Australia - see note and refer to SA4 data,N/A,N/A, 771 
South Perth (C),Western Australia,Major Cities of Australia,80.8%,70.0%," 37,440 "
Stirling (C),Western Australia,Major Cities of Australia,81.4%,67.4%," 183,276 "
Subiaco (C),Western Australia,Major Cities of Australia,90.4%,81.4%," 14,512 "
Swan (C),Western Australia,Major Cities of Australia,77.8%,58.7%," 114,972 "
Tammin (S),Western Australia,Outer Regional Australia,86.5%,70.3%, 303 
Three Springs (S),Western Australia,Remote Australia - see note and refer to SA4 data,N/A,N/A, 421 
Toodyay (S),Western Australia,Inner Regional Australia,74.3%,57.1%," 3,851 "
Trayning (S),Western Australia,Remote Australia - see note and refer to SA4 data,N/A,N/A, 288 
Upper Gascoyne (S),Western Australia,Very Remote Australia - see note and refer to SA4 data,N/A,N/A, 210 
Victoria Park (T),Western Australia,Major Cities of Australia,76.4%,64.1%," 31,968 "
Victoria Plains (S),Western Australia,Outer Regional Australia,76.0%,61.3%, 750 
Vincent (C),Western Australia,Major Cities of Australia,77.8%,66.8%," 31,265 "
Wagin (S),Western Australia,Outer Regional Australia,81.8%,67.8%," 1,482 "
Wandering (S),Western Australia,Outer Regional Australia,77.6%,62.6%, 348 
Wanneroo (C),Western Australia,Major Cities of Australia,75.7%,60.3%," 161,346 "
Waroona (S),Western Australia,Inner Regional Australia,72.7%,54.7%," 3,452 "
West Arthur (S),Western Australia,Outer Regional Australia,76.0%,59.5%, 624 
Westonia (S),Western Australia,Remote Australia - see note and refer to SA4 data,N/A,N/A, 264 
Wickepin (S),Western Australia,Outer Regional Australia,90.3%,74.6%, 556 
Williams (S),Western Australia,Outer Regional Australia,82.4%,67.9%, 784 
Wiluna (S),Western Australia,Very Remote Australia - see note and refer to SA4 data,N/A,N/A, 609 
Wongan-Ballidu (S),Western Australia,Outer Regional Australia,87.6%,73.7%," 1,002 "
Woodanilling (S),Western Australia,Outer Regional Australia,61.2%,47.5%, 335 
Wyalkatchem (S),Western Australia,Outer Regional Australia,76.3%,65.6%, 422 
Wyndham-East Kimberley (S),Western Australia,Very Remote Australia - see note and refer to SA4 data,N/A,N/A," 5,585 "
Yalgoo (S),Western Australia,Very Remote Australia - see note and refer to SA4 data,N/A,N/A, 320 
Yilgarn (S),Western Australia,Remote Australia - see note and refer to SA4 data,N/A,N/A, 969 
York (S),Western Australia,Inner Regional Australia,78.5%,63.8%," 2,974 "
Break O'Day (M),Tasmania,Outer Regional Australia,84.6%,69.2%," 5,386 "
Brighton (M),Tasmania,Inner Regional Australia,90.0%,65.9%," 13,587 "
Burnie (C),Tasmania,Outer Regional Australia,82.9%,68.3%," 15,920 "
Central Coast (M) (Tas.),Tasmania,Outer Regional Australia,87.3%,73.8%," 18,315 "
Central Highlands (M) (Tas.),Tasmania,Outer Regional Australia,85.5%,60.2%," 1,767 "
Circular Head (M),Tasmania,Outer Regional Australia,77.8%,62.6%," 6,433 "
Clarence (C),Tasmania,Inner Regional Australia,>95%,82.9%," 47,402 "
Derwent Valley (M),Tasmania,Inner Regional Australia,86.7%,63.1%," 8,478 "
Devonport (C),Tasmania,Inner Regional Australia,84.8%,67.5%," 20,988 "
Dorset (M),Tasmania,Outer Regional Australia,86.4%,67.8%," 5,525 "
Flinders (M) (Tas.),Tasmania,Very Remote Australia - see note and refer to SA4 data,N/A,N/A, 865 
George Town (M),Tasmania,Outer Regional Australia,81.9%,69.0%," 5,764 "
Glamorgan/Spring Bay (M),Tasmania,Remote Australia - see note and refer to SA4 data,N/A,N/A," 4,075 "
Glenorchy (C),Tasmania,Inner Regional Australia,>95%,76.4%," 39,191 "
Hobart (C),Tasmania,Inner Regional Australia,>95%,85.5%," 46,649 "
Huon Valley (M),Tasmania,Outer Regional Australia,85.2%,68.6%," 14,405 "
Kentish (M),Tasmania,Outer Regional Australia,79.0%,63.8%," 5,322 "
King Island (M),Tasmania,Very Remote Australia - see note and refer to SA4 data,N/A,N/A," 1,346 "
Kingborough (M),Tasmania,Inner Regional Australia,>95%,83.8%," 30,923 "
Latrobe (M) (Tas.),Tasmania,Outer Regional Australia,85.5%,68.7%," 9,713 "
Launceston (C),Tasmania,Inner Regional Australia,88.7%,76.8%," 55,869 "
Meander Valley (M),Tasmania,Inner Regional Australia,84.3%,72.2%," 16,467 "
Northern Midlands (M),Tasmania,Inner Regional Australia,86.5%,74.1%," 11,170 "
Sorell (M),Tasmania,Inner Regional Australia,89.9%,71.5%," 12,763 "
Southern Midlands (M),Tasmania,Outer Regional Australia,83.2%,62.2%," 5,144 "
Tasman (M),Tasmania,Outer Regional Australia,94.5%,76.6%," 2,135 "
Waratah/Wynyard (M),Tasmania,Outer Regional Australia,84.3%,68.6%," 11,370 "
West Coast (M),Tasmania,Remote Australia - see note and refer to SA4 data,N/A,N/A," 3,423 "
West Tamar (M),Tasmania,Inner Regional Australia,89.7%,77.7%," 19,931 "
Alice Springs (T),Northern Territory,Remote Australia - see note and refer to SA4 data,N/A,N/A," 20,685 "
Barkly (R),Northern Territory,Very Remote Australia - see note and refer to SA4 data,N/A,N/A," 5,408 "
Belyuen (S),Northern Territory,Remote Australia - see note and refer to SA4 data,N/A,N/A, 143 
Central Desert (R),Northern Territory,Very Remote Australia - see note and refer to SA4 data,N/A,N/A," 3,023 "
Coomalie (S),Northern Territory,Remote Australia - see note and refer to SA4 data,N/A,N/A," 1,112 "
Darwin (C),Northern Territory,Outer Regional Australia,93.9%,80.8%," 67,446 "
East Arnhem (R),Northern Territory,Very Remote Australia - see note and refer to SA4 data,N/A,N/A," 7,609 "
Katherine (T),Northern Territory,Remote Australia - see note and refer to SA4 data,N/A,N/A," 8,331 "
Litchfield (M),Northern Territory,Outer Regional Australia,55.3%,43.4%," 21,345 "
MacDonnell (R),Northern Territory,Very Remote Australia - see note and refer to SA4 data,N/A,N/A," 5,461 "
Palmerston (C),Northern Territory,Outer Regional Australia,84.3%,68.7%," 28,583 "
Roper Gulf (R),Northern Territory,Very Remote Australia - see note and refer to SA4 data,N/A,N/A," 5,415 "
Tiwi Islands (R),Northern Territory,Remote Australia - see note and refer to SA4 data,N/A,N/A," 2,094 "
Victoria Daly (R),Northern Territory,Very Remote Australia - see note and refer to SA4 data,N/A,N/A," 2,331 "
Wagait (S),Northern Territory,Remote Australia - see note and refer to SA4 data,N/A,N/A, 440 
West Arnhem (R),Northern Territory,Very Remote Australia - see note and refer to SA4 data,N/A,N/A," 5,212 "
West Daly (R),Northern Territory,Very Remote Australia - see note and refer to SA4 data,N/A,N/A," 2,578 "
Unincorporated NT,Northern Territory,Very Remote Australia - see note and refer to SA4 data,N/A,N/A," 5,882 "
Unincorporated ACT,Australian Capital Territory,Major Cities of Australia,>95%,93.4%," 345,325 "
Unincorp. Other Territories,Other Territories,Very Remote Australia - see note and refer to SA4 data,N/A,N/A," 3,866 "
,,#N/A,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
